,Unnamed: 0,winner,loser,weight class,method,win_round,win time,winner age,loser age,winner_wins,winner loses,loser wins,loser loses,winner height,loser height,winner reach,loser reach,winner leg reach,loser leg reach,Event name,date,method category,weight class category
2799,2799,Donald Cerrone,Myles Jury,lightweight,decision,3.0,300,32.0,26.0,25,6,15,0,73.0,70.0,73.0,73.0,40.5,42.5,UFC 182,"January 3, 2015",0,6
2800,2800,Brad Tavares,Nate Marquardt,middleweight,decision,3.0,300,27.0,35.0,12,3,33,13,73.0,72.0,74.0,74.0,43.0,42.0,UFC 182,"January 3, 2015",0,7
2801,2801,Kyoji Horiguchi,Louis Gaudinot,flyweight,decision,3.0,300,24.0,30.0,14,1,6,3,64.0,63.0,66.0,63.0,37.0,40.0,UFC 182,"January 3, 2015",0,3
2802,2802,Héctor Lombard,Josh Burkman,welterweight,no contest,3.0,300,37.0,30.0,33,4,27,9,69.0,72.0,71.0,72.0,38.5,40.0,UFC 182,"January 3, 2015",4,8
2803,2803,Paul Felder,Danny Castillo,lightweight,ko,2.0,129,30.0,35.0,9,0,17,7,71.0,69.0,70.5,71.0,40.0,40.0,UFC 182,"January 3, 2015",3,6
2804,2804,Cody Garbrandt,Marcus Brimage,bantamweight,tko,3.0,290,23.0,29.0,5,0,7,3,68.0,64.0,65.5,71.0,38.0,40.0,UFC 182,"January 3, 2015",8,0
2805,2805,Shawn Jordan,Jared Cannonier,heavyweight,ko,1.0,177,30.0,31.0,16,6,7,0,72.0,71.0,75.0,77.5,40.0,41.5,UFC 182,"January 3, 2015",3,4
2806,2806,Evan Dunham,Rodrigo Damm,lightweight,decision,3.0,300,33.0,30.0,14,6,12,8,70.0,72.0,70.0,72.0,38.0,40.0,UFC 182,"January 3, 2015",0,6
2807,2807,Omari Akhmedov,Mats Nilsson,welterweight,decision,3.0,300,27.0,31.0,13,2,11,3,72.0,73.0,73.0,74.0,40.5,40.0,UFC 182,"January 3, 2015",0,8
2808,2808,Lyoto Machida,C. B. Dollaway,middleweight,tko,1.0,62,35.0,30.0,21,5,15,5,73.0,72.0,74.0,72.0,42.0,40.0,UFC Fight Night: Machida vs. Dollaway,"December 20, 2014",8,7
2809,2809,Renan Barão,Mitch Gagnon,bantamweight,submission,3.0,233,27.0,29.0,32,2,12,2,66.0,65.0,70.0,65.5,39.0,36.0,UFC Fight Night: Machida vs. Dollaway,"December 20, 2014",7,0
2810,2810,Patrick Cummins,Antônio Carlos Júnior,light heavyweight,decision,3.0,300,33.0,24.0,6,1,4,0,74.0,74.0,75.5,79.0,43.0,42.0,UFC Fight Night: Machida vs. Dollaway,"December 20, 2014",0,5
2811,2811,Rashid Magomedov,Elias Silvério,lightweight,tko,3.0,297,29.0,27.0,17,1,11,0,69.0,71.0,70.5,73.0,39.5,40.0,UFC Fight Night: Machida vs. Dollaway,"December 20, 2014",8,6
2812,2812,Erick Silva,Mike Rhodes,welterweight,submission,1.0,75,29.0,27.0,16,5,6,3,71.0,171.0,74.0,74.0,41.0,40.0,UFC Fight Night: Machida vs. Dollaway,"December 20, 2014",7,8
2813,2813,Marcos Rogério de Lima,Igor Pokrajac,light heavyweight,tko,1.0,119,28.0,35.0,12,2,25,11,73.0,73.0,75.0,74.0,43.0,40.0,UFC Fight Night: Machida vs. Dollaway,"December 20, 2014",8,5
2814,2814,Renato Moicano,Tom Niinimäki,featherweight,submission,2.0,210,24.0,31.0,8,0,21,7,71.0,69.0,72.0,69.0,42.5,40.0,UFC Fight Night: Machida vs. Dollaway,"December 20, 2014",7,2
2815,2815,Hacran Dias,Darren Elkins,featherweight,decision,3.0,300,29.0,29.0,21,3,18,4,68.0,70.0,69.0,71.0,40.5,39.0,UFC Fight Night: Machida vs. Dollaway,"December 20, 2014",0,2
2816,2816,Leandro Issa,Ulka Sasaki,bantamweight,submission,2.0,253,30.0,24.0,12,4,18,1,68.0,71.0,69.0,71.0,39.0,42.5,UFC Fight Night: Machida vs. Dollaway,"December 20, 2014",7,0
2817,2817,Vitor Miranda,Jake Collier,middleweight,ko,1.0,299,35.0,25.0,9,4,8,1,73.0,75.0,77.0,78.5,43.0,43.5,UFC Fight Night: Machida vs. Dollaway,"December 20, 2014",3,7
2818,2818,Junior dos Santos,Stipe Miocic,heavyweight,decision,5.0,300,30.0,31.0,16,3,12,1,76.0,77.0,77.0,80.0,41.0,39.0,UFC on Fox: dos Santos vs. Miocic,"December 13, 2014",0,4
2819,2819,Rafael dos Anjos,Nate Diaz,catchweight,decision,3.0,300,29.0,28.0,22,7,17,9,68.0,73.0,70.0,76.0,38.0,38.0,UFC on Fox: dos Santos vs. Miocic,"December 13, 2014",0,1
2820,2820,Alistair Overeem,Stefan Struve,heavyweight,ko,1.0,253,33.0,26.0,37,14,25,6,76.0,84.0,80.0,84.5,44.5,44.0,UFC on Fox: dos Santos vs. Miocic,"December 13, 2014",3,4
2821,2821,Matt Mitrione,Gabriel Gonzaga,heavyweight,tko,1.0,119,35.0,34.0,8,3,16,8,75.0,74.0,79.0,76.0,43.0,42.0,UFC on Fox: dos Santos vs. Miocic,"December 13, 2014",8,4
2822,2822,Joanna Jędrzejczyk,Cláudia Gadelha,women's strawweight,decision,3.0,300,26.0,25.0,7,0,12,0,66.0,64.0,65.5,63.5,35.0,32.0,UFC on Fox: dos Santos vs. Miocic,"December 13, 2014",0,12
2823,2823,John Moraga,Willie Gates,flyweight,submission,3.0,246,29.0,27.0,15,3,11,4,66.0,69.0,66.0,70.0,37.0,39.0,UFC on Fox: dos Santos vs. Miocic,"December 13, 2014",7,3
2824,2824,Ben Saunders,Joe Riggs,welterweight,submission,1.0,57,30.0,31.0,17,6,40,14,74.0,72.0,77.5,70.0,45.0,37.0,UFC on Fox: dos Santos vs. Miocic,"December 13, 2014",7,8
2825,2825,Drew Dober,Jamie Varner,lightweight,submission,1.0,112,25.0,29.0,14,6,21,10,68.0,68.0,70.0,72.0,35.0,40.0,UFC on Fox: dos Santos vs. Miocic,"December 13, 2014",7,6
2826,2826,David Michaud,Garett Whiteley,lightweight,decision,3.0,300,25.0,33.0,7,1,7,2,69.0,72.0,72.0,72.0,40.0,40.0,UFC on Fox: dos Santos vs. Miocic,"December 13, 2014",0,6
2827,2827,Ian Entwistle,Anthony Birchak,bantamweight,submission,1.0,64,27.0,27.0,8,2,11,1,66.0,68.0,64.0,69.0,35.0,39.0,UFC on Fox: dos Santos vs. Miocic,"December 13, 2014",7,0
2828,2828,Anthony Pettis (c),Gilbert Melendez,lightweight,submission,2.0,113,29.0,31.0,17,2,22,3,71.0,69.0,72.0,73.0,40.0,40.0,UFC 181,"December 6, 2014",7,6
2829,2829,Travis Browne,Brendan Schaub,heavyweight,tko,1.0,290,31.0,31.0,16,2,10,4,78.5,76.0,79.0,78.0,45.5,40.0,UFC 181,"December 6, 2014",8,4
2830,2830,Todd Duffee,Anthony Hamilton,heavyweight,ko,1.0,33,28.0,33.0,8,2,13,3,75.0,77.0,78.0,76.0,40.0,45.0,UFC 181,"December 6, 2014",3,4
2831,2831,Tony Ferguson,Abel Trujillo,lightweight,submission,2.0,259,30.0,30.0,16,3,12,5,71.0,68.0,76.5,70.0,40.5,39.0,UFC 181,"December 6, 2014",7,6
2832,2832,Urijah Faber,Francisco Rivera,bantamweight,submission,2.0,94,34.0,32.0,31,7,10,3,66.0,69.0,67.0,68.0,37.0,38.0,UFC 181,"December 6, 2014",7,0
2833,2833,Josh Samman,Eddie Gordon,middleweight,ko,2.0,188,26.0,30.0,10,2,7,1,74.0,72.0,79.0,77.0,43.0,40.0,UFC 181,"December 6, 2014",3,7
2834,2834,Raquel Pennington,Ashlee Evans-Smith,women's bantamweight,submission,1.0,299,25.0,26.0,4,4,3,0,67.0,68.0,67.5,67.5,37.0,40.0,UFC 181,"December 6, 2014",7,9
2835,2835,Sergio Pettis,Matt Hobar,bantamweight,decision,3.0,300,20.0,27.0,11,1,9,2,66.0,70.0,69.0,70.0,38.0,40.0,UFC 181,"December 6, 2014",0,0
2836,2836,Clay Collard,Alex White,featherweight,decision,3.0,300,21.0,25.0,13,5,10,1,71.0,72.0,73.0,71.5,41.0,41.0,UFC 181,"December 6, 2014",0,2
2837,2837,Edson Barboza,Bobby Green,lightweight,decision,3.0,300,28.0,27.0,14,2,23,5,71.0,70.0,75.0,71.0,41.0,40.0,UFC Fight Night: Edgar vs. Swanson,"November 22, 2014",0,6
2838,2838,Chico Camus,Brad Pickett,flyweight,decision,3.0,300,29.0,35.0,13,5,24,9,66.0,66.0,66.0,68.0,40.0,37.0,UFC Fight Night: Edgar vs. Swanson,"November 22, 2014",0,3
2839,2839,Alexey Oleynik,Jared Rosholt,heavyweight,ko,1.0,201,29.0,27.0,52,9,11,1,71.0,74.0,72.0,75.0,40.0,41.0,UFC Fight Night: Edgar vs. Swanson,"November 22, 2014",3,4
2840,2840,Joseph Benavidez,Dustin Ortiz,flyweight,decision,3.0,300,29.0,25.0,20,4,14,3,64.0,65.0,65.0,65.0,36.0,35.5,UFC Fight Night: Edgar vs. Swanson,"November 22, 2014",0,3
2841,2841,Matt Wiman,Isaac Vallie-Flagg,lightweight,decision,3.0,300,30.0,35.0,15,7,14,5,70.0,68.0,68.0,70.0,39.0,40.0,UFC Fight Night: Edgar vs. Swanson,"November 22, 2014",0,6
2842,2842,Roger Narvaez,Luke Barnatt,middleweight,decision,3.0,300,30.0,25.0,6,1,8,1,75.0,78.0,79.0,77.0,40.0,40.0,UFC Fight Night: Edgar vs. Swanson,"November 22, 2014",0,7
2843,2843,James Vick,Nick Hein,lightweight,decision,3.0,300,27.0,29.0,6,0,11,1,75.0,66.0,76.0,66.5,43.0,39.0,UFC Fight Night: Edgar vs. Swanson,"November 22, 2014",0,6
2844,2844,Paige VanZant,Kailin Curran,women's strawweight,tko,3.0,174,19.0,22.0,3,1,3,0,64.0,64.0,65.0,65.0,37.0,37.0,UFC Fight Night: Edgar vs. Swanson,"November 22, 2014",8,12
2845,2845,Kelvin Gastelum,Jake Ellenberger,welterweight,submission,1.0,286,22.0,28.0,9,0,29,8,69.0,69.0,71.5,71.5,39.5,39.5,UFC 180,"November 15, 2014",7,8
2846,2846,Ricardo Lamas,Dennis Bermudez,featherweight,submission,1.0,198,31.0,27.0,14,3,14,3,68.0,66.0,71.0,66.0,39.0,38.0,UFC 180,"November 15, 2014",7,2
2847,2847,Augusto Montaño,Chris Heatherly,welterweight,tko,1.0,290,29.0,26.0,14,1,8,2,73.0,69.0,73.0,68.0,43.0,40.0,UFC 180,"November 15, 2014",8,8
2848,2848,Héctor Urbina,Edgar García,welterweight,submission,1.0,218,26.0,30.0,16,8,14,3,72.0,70.0,73.0,71.0,40.0,39.0,UFC 180,"November 15, 2014",7,8
2849,2849,Alejandro Pérez,José Alberto Quiñónez,bantamweight,decision,3.0,300,24.0,30.0,14,5,3,1,66.0,72.0,67.0,72.0,36.5,40.0,UFC 180,"November 15, 2014",0,0
2850,2850,Jessica Eye,Leslie Smith,women's bantamweight,tko,2.0,90,27.0,31.0,10,2,7,5,66.0,69.0,66.0,66.0,38.0,39.0,UFC 180,"November 15, 2014",8,9
2851,2851,Henry Briones,Guido Cannetti,bantamweight,submission,2.0,104,33.0,34.0,15,4,6,1,68.0,66.0,69.0,68.0,38.0,38.5,UFC 180,"November 15, 2014",7,0
2852,2852,Marco Beltrán,Marlon Vera,bantamweight,decision,3.0,300,27.0,21.0,6,3,6,1,68.0,68.0,69.5,70.5,39.0,40.5,UFC 180,"November 15, 2014",0,0
2853,2853,Ovince Saint Preux,Maurício Rua,light heavyweight,ko,1.0,34,31.0,32.0,16,6,22,9,75.0,73.0,80.0,76.0,45.0,40.5,UFC Fight Night: Shogun vs. Saint Preux,"November 8, 2014",3,5
2854,2854,Warlley Alves,Alan Jouban,welterweight,decision,3.0,300,23.0,32.0,7,0,10,2,71.0,72.0,72.0,73.5,42.0,41.0,UFC Fight Night: Shogun vs. Saint Preux,"November 8, 2014",0,8
2855,2855,Cláudio Silva,Leon Edwards,welterweight,decision,3.0,300,31.0,22.0,10,1,8,1,71.0,72.0,71.0,74.0,42.0,43.0,UFC Fight Night: Shogun vs. Saint Preux,"November 8, 2014",0,8
2856,2856,Juliana Lima,Nina Ansaroff,women's strawweight,decision,3.0,300,32.0,28.0,6,2,6,3,65.0,65.0,65.5,64.0,39.0,39.0,UFC Fight Night: Shogun vs. Saint Preux,"November 8, 2014",0,12
2857,2857,Caio Magalhães,Trevor Smith,middleweight,ko,1.0,31,26.0,33.0,8,1,12,5,73.0,75.0,73.0,75.0,42.0,41.5,UFC Fight Night: Shogun vs. Saint Preux,"November 8, 2014",3,7
2858,2858,Leandro Silva,Charlie Brenneman,lightweight,submission,1.0,255,28.0,33.0,16,3,19,7,69.0,70.0,72.0,72.0,42.0,40.0,UFC Fight Night: Shogun vs. Saint Preux,"November 8, 2014",7,6
2859,2859,Luke Rockhold,Michael Bisping,middleweight,submission,2.0,57,29.0,35.0,12,2,25,6,75.0,73.0,77.0,75.5,45.0,44.5,UFC Fight Night: Rockhold vs. Bisping,"November 8, 2014",7,7
2860,2860,Robert Whittaker,Clint Hester,middleweight,tko,2.0,163,23.0,27.0,12,4,11,3,72.0,74.0,73.5,77.0,43.0,40.0,UFC Fight Night: Rockhold vs. Bisping,"November 8, 2014",8,7
2861,2861,Jake Matthews,Vagner Rocha,lightweight,submission,2.0,112,19.0,31.0,8,0,11,3,71.5,70.0,73.0,73.0,43.0,40.0,UFC Fight Night: Rockhold vs. Bisping,"November 8, 2014",7,6
2862,2862,Sam Alvey,Dylan Andrews,middleweight,ko,1.0,136,27.0,34.0,23,6,17,5,74.0,73.0,75.5,74.0,42.0,40.0,UFC Fight Night: Rockhold vs. Bisping,"November 8, 2014",3,7
2863,2863,Louis Smolka,Richie Vaculik,flyweight,tko,3.0,18,22.0,30.0,7,1,10,2,69.0,66.0,68.5,69.0,37.5,41.0,UFC Fight Night: Rockhold vs. Bisping,"November 8, 2014",8,3
2864,2864,Marcus Brimage,Jumabieke Tuerxun,bantamweight,ko,1.0,178,28.0,27.0,6,3,15,2,64.0,67.0,71.0,67.0,40.0,40.0,UFC Fight Night: Rockhold vs. Bisping,"November 8, 2014",3,0
2865,2865,José Aldo (c),Chad Mendes,featherweight,decision,5.0,300,29.0,28.0,24,1,16,1,71.0,66.0,72.0,66.0,40.0,37.5,UFC 179,"October 25, 2014",0,2
2866,2866,Phil Davis,Glover Teixeira,light heavyweight,decision,3.0,300,29.0,34.0,12,2,22,3,74.0,74.0,79.0,76.0,40.0,42.5,UFC 179,"October 25, 2014",0,5
2867,2867,Fábio Maldonado,Hans Stringer,light heavyweight,tko,2.0,246,34.0,34.0,21,7,22,5,73.0,205.0,75.0,73.0,41.0,40.0,UFC 179,"October 25, 2014",8,5
2868,2868,Darren Elkins,Lucas Martins,featherweight,decision,3.0,300,29.0,25.0,17,4,15,1,70.0,72.0,71.0,72.0,39.0,40.0,UFC 179,"October 25, 2014",0,2
2869,2869,Beneil Dariush,Carlos Diego Ferreira,lightweight,decision,3.0,300,24.0,30.0,8,1,11,0,70.0,72.0,72.0,72.0,40.5,40.0,UFC 179,"October 25, 2014",0,6
2870,2870,Neil Magny,William Macário,welterweight,tko,3.0,160,26.0,22.0,12,3,7,1,75.0,71.0,80.0,75.0,45.0,40.0,UFC 179,"October 25, 2014",8,8
2871,2871,Yan Cabral,Naoyuki Kotani,lightweight,submission,2.0,186,30.0,22.0,11,1,33,11,71.0,156.0,73.0,72.0,40.0,40.0,UFC 179,"October 25, 2014",7,6
2872,2872,Wilson Reis,Scott Jorgensen,catchweight,submission,1.0,208,29.0,31.0,18,5,15,9,64.0,65.0,65.0,66.0,36.5,37.0,UFC 179,"October 25, 2014",7,1
2873,2873,Andre Fili,Felipe Arantes,featherweight,decision,3.0,300,23.0,26.0,13,2,16,6,71.0,68.0,74.0,73.0,40.0,39.0,UFC 179,"October 25, 2014",0,2
2874,2874,Gilbert Burns,Christos Giagos,lightweight,submission,1.0,297,27.0,24.0,8,0,10,2,70.0,70.0,71.0,71.5,40.0,40.0,UFC 179,"October 25, 2014",7,6
2875,2875,Anthony Rocco Martin,Fabrício Camões,catchweight,submission,1.0,256,24.0,35.0,8,2,14,8,72.0,70.0,73.5,73.0,41.0,39.5,UFC 179,"October 25, 2014",7,1
2876,2876,Rory MacDonald,Tarec Saffiedine,welterweight,tko,3.0,88,24.0,27.0,17,2,15,3,72.0,70.0,76.0,70.0,41.0,42.0,UFC Fight Night: MacDonald vs. Saffiedine,"October 4, 2014",8,8
2877,2877,Raphael Assunção,Bryan Caraway,bantamweight,decision,3.0,300,31.0,29.0,22,4,19,6,65.5,68.0,66.5,68.0,38.5,39.5,UFC Fight Night: MacDonald vs. Saffiedine,"October 4, 2014",0,0
2878,2878,Chad Laprise,Yosdenis Cedeno,lightweight,decision,3.0,300,27.0,29.0,8,0,10,3,70.0,155.0,71.0,72.0,40.0,40.0,UFC Fight Night: MacDonald vs. Saffiedine,"October 4, 2014",0,6
2879,2879,Elias Theodorou,Bruno Santos,middleweight,decision,3.0,300,25.0,26.0,9,0,14,1,73.0,69.0,75.5,69.0,40.5,40.0,UFC Fight Night: MacDonald vs. Saffiedine,"October 4, 2014",0,7
2880,2880,Nordine Taleb,Li Jingliang,welterweight,decision,3.0,300,32.0,25.0,9,2,9,2,73.0,72.0,74.5,71.5,42.0,40.5,UFC Fight Night: MacDonald vs. Saffiedine,"October 4, 2014",0,8
2881,2881,Mitch Gagnon,Roman Salazar,bantamweight,submission,1.0,126,29.0,26.0,11,2,9,2,65.0,67.0,65.5,67.0,36.0,40.0,UFC Fight Night: MacDonald vs. Saffiedine,"October 4, 2014",7,0
2882,2882,Daron Cruickshank,Anthony Njokuani,lightweight,decision,3.0,300,28.0,34.0,15,5,16,8,68.0,73.0,72.0,75.0,40.0,40.0,UFC Fight Night: MacDonald vs. Saffiedine,"October 4, 2014",0,6
2883,2883,Olivier Aubin-Mercier,Jake Lindsey,lightweight,submission,2.0,202,25.0,27.0,4,1,9,1,69.0,71.0,70.5,71.0,41.0,40.0,UFC Fight Night: MacDonald vs. Saffiedine,"October 4, 2014",7,6
2884,2884,Paul Felder,Jason Saggo,lightweight,decision,3.0,300,29.0,28.0,8,0,10,1,71.0,71.0,70.5,71.0,40.0,40.0,UFC Fight Night: MacDonald vs. Saffiedine,"October 4, 2014",0,6
2885,2885,Chris Kelades,Paddy Holohan,flyweight,decision,3.0,300,33.0,25.0,7,1,10,0,67.0,70.0,68.0,69.0,38.0,39.0,UFC Fight Night: MacDonald vs. Saffiedine,"October 4, 2014",0,3
2886,2886,Albert Tumenov,Matt Dwyer,welterweight,tko,1.0,63,22.0,24.0,13,2,7,1,71.0,76.0,73.0,76.0,39.0,44.0,UFC Fight Night: MacDonald vs. Saffiedine,"October 4, 2014",8,8
2887,2887,Pedro Munhoz,Jerrod Sanders,bantamweight,no contest,1.0,39,27.0,34.0,10,1,14,1,66.0,67.0,64.5,72.0,36.5,39.0,UFC Fight Night: MacDonald vs. Saffiedine,"October 4, 2014",4,0
2888,2888,Rick Story,Gunnar Nelson,welterweight,decision,5.0,300,29.0,25.0,17,8,13,0,70.0,71.0,71.0,72.0,40.0,39.5,UFC Fight Night: Nelson vs. Story,"October 4, 2014",0,8
2889,2889,Max Holloway,Akira Corassani,featherweight,tko,1.0,191,22.0,31.0,10,3,12,4,71.0,68.0,69.0,67.0,42.0,40.0,UFC Fight Night: Nelson vs. Story,"October 4, 2014",8,2
2890,2890,Jan Błachowicz,Ilir Latifi,light heavyweight,tko,1.0,118,29.0,31.0,17,3,9,3,71.0,70.0,72.0,73.5,40.0,41.0,UFC Fight Night: Nelson vs. Story,"October 4, 2014",8,5
2891,2891,Mike Wilkinson,Niklas Bäckström,featherweight,ko,1.0,79,29.0,24.0,8,1,8,0,145.0,73.0,68.0,74.0,40.0,40.0,UFC Fight Night: Nelson vs. Story,"October 4, 2014",3,2
2892,2892,Magnus Cedenblad,Scott Askham,middleweight,decision,3.0,300,31.0,25.0,12,4,12,0,77.0,75.0,79.0,75.0,48.0,43.0,UFC Fight Night: Nelson vs. Story,"October 4, 2014",0,7
2893,2893,Nico Musoke,Alexander Yakovlev,welterweight,decision,3.0,300,27.0,29.0,12,3,22,6,72.0,75.0,75.0,74.0,39.0,42.5,UFC Fight Night: Nelson vs. Story,"October 4, 2014",0,8
2894,2894,Dennis Siver,Charles Rosa,featherweight,decision,3.0,300,35.0,27.0,21,9,9,0,65.0,69.0,70.0,69.0,38.0,39.0,UFC Fight Night: Nelson vs. Story,"October 4, 2014",0,2
2895,2895,Krzysztof Jotko,Tor Troéng,middleweight,decision,3.0,300,24.0,31.0,14,1,16,6,73.0,74.0,77.0,77.0,41.0,40.0,UFC Fight Night: Nelson vs. Story,"October 4, 2014",0,7
2896,2896,Zubaira Tukhugov,Ernest Chavez,featherweight,tko,1.0,261,23.0,31.0,16,3,8,1,68.0,146.0,68.0,70.0,38.5,40.0,UFC Fight Night: Nelson vs. Story,"October 4, 2014",8,2
2897,2897,Demetrious Johnson (c),Chris Cariaso,flyweight,submission,2.0,149,29.0,32.0,20,2,17,5,71.0,63.0,72.0,63.0,40.0,40.0,UFC 178,"September 27, 2014",7,3
2898,2898,Donald Cerrone,Eddie Alvarez,lightweight,decision,3.0,300,31.0,30.0,24,6,25,3,73.0,69.0,73.0,69.0,40.5,40.5,UFC 178,"September 27, 2014",0,6
2899,2899,Cat Zingano,Amanda Nunes,women's bantamweight,tko,3.0,81,31.0,25.0,8,0,9,3,66.0,68.0,68.0,69.0,38.0,41.0,UFC 178,"September 27, 2014",8,9
2900,2900,Dominick Cruz,Takeya Mizugaki,bantamweight,ko,1.0,61,29.0,30.0,19,1,20,7,68.0,67.0,68.0,68.0,37.0,38.0,UFC 178,"September 27, 2014",3,0
2901,2901,Jorge Masvidal,James Krause,lightweight,decision,3.0,300,29.0,27.0,27,8,21,5,71.0,74.0,74.0,73.5,39.5,40.5,UFC 178,"September 27, 2014",0,6
2902,2902,Stephen Thompson,Patrick Côté,welterweight,decision,3.0,300,31.0,34.0,9,1,20,8,72.0,71.0,75.0,71.0,42.0,41.0,UFC 178,"September 27, 2014",0,8
2903,2903,Brian Ebersole,John Howard,welterweight,decision,3.0,300,33.0,31.0,50,16,22,9,72.0,67.0,73.0,71.0,40.0,40.0,UFC 178,"September 27, 2014",0,8
2904,2904,Kevin Lee,Jon Tuck,lightweight,decision,3.0,300,21.0,29.0,8,1,8,1,70.0,71.0,77.0,73.0,39.0,39.0,UFC 178,"September 27, 2014",0,6
2905,2905,Manny Gamburyan,Cody Gibson,bantamweight,submission,2.0,296,32.0,26.0,13,8,12,4,65.0,70.0,67.0,71.0,37.0,40.0,UFC 178,"September 27, 2014",7,0
2906,2906,Myles Jury,Takanori Gomi,lightweight,tko,1.0,92,25.0,35.0,14,0,35,9,70.0,67.0,73.0,70.0,42.5,40.0,UFC Fight Night: Hunt vs. Nelson,"September 20, 2014",8,6
2907,2907,Yoshihiro Akiyama,Amir Sadollah,welterweight,decision,3.0,300,38.0,33.0,13,5,6,4,70.0,71.0,73.5,74.0,42.0,40.0,UFC Fight Night: Hunt vs. Nelson,"September 20, 2014",0,8
2908,2908,Kiichi Kunimoto,Richard Walsh,welterweight,decision,3.0,300,32.0,30.0,16,4,8,1,69.0,72.0,71.0,72.0,41.0,40.0,UFC Fight Night: Hunt vs. Nelson,"September 20, 2014",0,8
2909,2909,Kyoji Horiguchi,Jon Delos Reyes,flyweight,tko,1.0,228,23.0,26.0,13,1,7,3,64.0,66.0,66.0,67.0,37.0,39.0,UFC Fight Night: Hunt vs. Nelson,"September 20, 2014",8,3
2910,2910,Masanori Kanehara,Alex Caceres,bantamweight,decision,3.0,300,31.0,25.0,24,11,10,6,67.0,70.0,67.0,73.5,40.0,41.0,UFC Fight Night: Hunt vs. Nelson,"September 20, 2014",0,0
2911,2911,Katsunori Kikuno,Sam Sicilia,featherweight,submission,2.0,98,32.0,28.0,22,6,13,4,68.0,68.0,66.0,67.0,40.0,39.0,UFC Fight Night: Hunt vs. Nelson,"September 20, 2014",7,2
2912,2912,Lim Hyun-gyu,Takenori Sato,welterweight,tko,1.0,78,29.0,28.0,12,4,17,9,71.0,70.0,72.0,72.0,40.0,40.0,UFC Fight Night: Hunt vs. Nelson,"September 20, 2014",8,8
2913,2913,Kang Kyung-Ho,Michinori Tanaka,bantamweight,decision,3.0,300,29.0,23.0,12,7,10,0,71.0,65.0,72.0,67.0,40.0,37.0,UFC Fight Night: Hunt vs. Nelson,"September 20, 2014",0,0
2914,2914,Johnny Case,Kazuki Tokudome,lightweight,submission,2.0,154,24.0,23.0,18,4,12,5,70.0,155.0,72.5,73.0,42.5,40.0,UFC Fight Night: Hunt vs. Nelson,"September 20, 2014",7,6
2915,2915,Maximo Blanco,Dan Hooker,featherweight,decision,3.0,300,30.0,24.0,10,6,11,4,68.0,72.0,71.0,75.0,37.0,42.5,UFC Fight Night: Hunt vs. Nelson,"September 20, 2014",0,2
2916,2916,Andrei Arlovski,Antonio Silva,heavyweight,ko,1.0,179,35.0,34.0,22,10,18,5,75.0,76.0,77.0,80.0,44.0,43.0,UFC Fight Night: Bigfoot vs. Arlovski,"September 13, 2014",3,4
2917,2917,Gleison Tibau,Piotr Hallmann,lightweight,decision,3.0,300,30.0,26.0,31,10,15,2,69.0,69.0,71.0,71.0,39.0,41.0,UFC Fight Night: Bigfoot vs. Arlovski,"September 13, 2014",0,6
2918,2918,Leonardo Santos,Efrain Escudero,lightweight,decision,3.0,300,34.0,28.0,12,3,22,8,72.0,69.0,75.0,70.0,42.0,40.0,UFC Fight Night: Bigfoot vs. Arlovski,"September 13, 2014",0,6
2919,2919,Iuri Alcântara,Russell Doane,bantamweight,decision,3.0,300,33.0,27.0,31,5,14,3,69.0,67.0,71.0,70.5,40.0,37.5,UFC Fight Night: Bigfoot vs. Arlovski,"September 13, 2014",0,0
2920,2920,Jéssica Andrade,Larissa Pacheco,women's bantamweight,submission,1.0,273,22.0,19.0,11,3,10,0,61.5,64.0,62.0,69.0,35.0,40.0,UFC Fight Night: Bigfoot vs. Arlovski,"September 13, 2014",7,9
2921,2921,George Sullivan,Igor Araújo,welterweight,ko,2.0,151,33.0,33.0,15,3,25,6,72.0,73.0,73.5,77.0,41.5,40.0,UFC Fight Night: Bigfoot vs. Arlovski,"September 13, 2014",3,8
2922,2922,Francisco Trinaldo,Leandro Silva,lightweight,decision,3.0,300,35.0,28.0,14,4,16,2,69.0,69.0,70.0,72.0,40.5,42.0,UFC Fight Night: Bigfoot vs. Arlovski,"September 13, 2014",0,6
2923,2923,Sean Spencer,Paulo Thiago,welterweight,decision,3.0,300,26.0,33.0,11,3,15,7,70.0,71.0,75.0,72.0,41.0,40.0,UFC Fight Night: Bigfoot vs. Arlovski,"September 13, 2014",0,8
2924,2924,Rani Yahya,Johnny Bedford,bantamweight,submission,2.0,124,29.0,31.0,19,8,19,11,66.0,70.0,67.0,72.0,37.5,40.0,UFC Fight Night: Bigfoot vs. Arlovski,"September 13, 2014",7,0
2925,2925,Ronaldo Souza,Gegard Mousasi,middleweight,submission,3.0,270,34.0,28.0,20,3,35,4,73.0,74.0,72.0,76.0,41.0,42.0,UFC Fight Night: Jacaré vs. Mousasi,"September 5, 2014",7,7
2926,2926,Ben Rothwell,Alistair Overeem,heavyweight,tko,1.0,139,32.0,33.0,33,9,37,13,76.0,76.0,78.5,80.0,43.0,44.5,UFC Fight Night: Jacaré vs. Mousasi,"September 5, 2014",8,4
2927,2927,Matt Mitrione,Derrick Lewis,heavyweight,ko,1.0,41,35.0,29.0,7,3,11,2,75.0,75.0,79.0,79.0,43.0,43.5,UFC Fight Night: Jacaré vs. Mousasi,"September 5, 2014",3,4
