,Unnamed: 0,winner,loser,weight class,method,win_round,win time,winner age,loser age,winner_wins,winner loses,loser wins,loser loses,winner height,loser height,winner reach,loser reach,winner leg reach,loser leg reach,Event name,date,method category,weight class category
1237,1237,Brandon Davis,Randy Costa,bantamweight,submission,2.0,72,28.0,24.0,9,6,4,0,70.0,69.0,72.0,73.0,39.0,39.0,UFC 236,"April 13, 2019",7,0
1238,1238,Justin Gaethje,Edson Barboza,lightweight,ko,1.0,150,30.0,33.0,19,2,20,6,71.0,71.0,70.0,75.0,40.0,41.0,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019",3,6
1239,1239,Jack Hermansson,David Branch,middleweight,submission,1.0,49,30.0,37.0,18,4,22,5,73.0,73.0,77.5,78.0,46.5,42.0,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019",7,7
1240,1240,Josh Emmett,Michael Johnson,featherweight,ko,3.0,254,34.0,32.0,13,2,19,13,66.5,70.0,70.0,73.5,39.5,41.0,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019",3,2
1241,1241,Michelle Waterson,Karolina Kowalkiewicz,women's strawweight,decision,3.0,300,33.0,33.0,16,6,12,3,63.0,63.0,62.0,64.0,35.5,38.0,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019",0,12
1242,1242,Paul Craig,Kennedy Nzechukwu,light heavyweight,submission,3.0,260,31.0,26.0,10,3,6,0,75.5,77.0,76.0,83.0,43.0,47.0,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019",7,5
1243,1243,Sodiq Yusuff,Sheymon Moraes,featherweight,decision,3.0,300,25.0,28.0,8,1,11,2,69.0,68.0,71.0,72.0,40.0,40.0,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019",0,2
1244,1244,Marina Rodriguez,Jessica Aguilar,women's strawweight,decision,3.0,300,31.0,36.0,10,0,20,7,66.0,63.0,65.0,63.0,38.5,35.5,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019",0,12
1245,1245,Kevin Aguilar,Enrique Barzola,featherweight,decision,3.0,300,30.0,29.0,16,1,15,3,67.0,67.0,72.0,70.0,38.0,36.0,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019",0,2
1246,1246,Kevin Holland,Gerald Meerschaert,middleweight,decision,3.0,300,26.0,31.0,14,4,29,10,75.0,73.0,81.0,77.5,40.0,40.0,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019",0,7
1247,1247,Casey Kenney,Ray Borg,catchweight,decision,3.0,300,27.0,25.0,11,1,11,3,67.0,64.0,70.0,63.0,36.0,36.0,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019",0,1
1248,1248,Maryna Moroz,Sabina Mazo,women's flyweight,decision,3.0,300,27.0,22.0,8,3,6,0,67.0,67.0,67.0,70.0,37.0,40.5,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019",0,11
1249,1249,Alex Perez,Mark De La Rosa,bantamweight,decision,3.0,300,26.0,24.0,21,5,11,1,66.0,66.0,65.5,65.0,38.0,38.0,UFC on ESPN: Barboza vs. Gaethje,"March 30, 2019",0,0
1250,1250,Anthony Pettis,Stephen Thompson,welterweight,ko,2.0,295,32.0,36.0,21,8,14,3,70.0,72.0,72.5,75.0,40.0,42.0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019",3,8
1251,1251,Curtis Blaydes,Justin Willis,heavyweight,decision,3.0,300,28.0,31.0,10,2,8,1,76.0,73.0,80.0,78.0,46.0,41.0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019",0,4
1252,1252,Jussier Formiga,Deiveson Figueiredo,flyweight,decision,3.0,300,33.0,31.0,22,5,15,0,65.0,65.0,67.0,68.0,37.0,38.0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019",0,3
1253,1253,Luis Peña,Steven Peterson,catchweight,decision,3.0,300,25.0,28.0,5,1,17,7,75.0,70.0,76.0,70.0,42.5,39.5,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019",0,1
1254,1254,Maycee Barber,JJ Aldrich,women's flyweight,tko,2.0,181,20.0,26.0,6,0,7,2,65.0,65.0,65.0,67.5,38.0,37.0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019",8,11
1255,1255,Bryce Mitchell,Bobby Moffett,featherweight,decision,3.0,300,24.0,28.0,10,0,13,3,70.0,70.0,70.0,73.0,40.0,40.0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019",0,2
1256,1256,Marlon Vera,Frankie Saenz,bantamweight,tko,1.0,85,26.0,38.0,12,5,12,5,68.0,66.0,70.5,66.0,40.5,38.0,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019",8,0
1257,1257,Jennifer Maia,Alexis Davis,women's flyweight,decision,3.0,300,30.0,34.0,15,5,19,8,64.0,66.0,64.0,68.0,38.0,37.5,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019",0,11
1258,1258,Randa Markos,Angela Hill,women's strawweight,submission,1.0,264,33.0,34.0,8,6,8,5,64.0,63.0,63.5,64.5,39.0,38.5,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019",7,12
1259,1259,Jordan Espinosa,Eric Shelton,flyweight,decision,3.0,300,29.0,28.0,13,5,12,5,66.0,66.0,69.5,68.0,38.0,36.5,UFC Fight Night: Thompson vs. Pettis,"March 23, 2019",0,3
1260,1260,Jorge Masvidal,Darren Till,welterweight,ko,2.0,185,34.0,26.0,32,13,17,1,71.0,72.0,74.0,74.5,39.5,42.0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019",3,8
1261,1261,Leon Edwards,Gunnar Nelson,welterweight,decision,3.0,300,27.0,30.0,16,3,17,3,72.0,71.0,74.0,72.0,43.0,39.5,UFC Fight Night: Till vs. Masvidal,"March 16, 2019",0,8
1262,1262,Dominick Reyes,Volkan Oezdemir,light heavyweight,decision,3.0,300,29.0,29.0,10,0,15,3,76.0,74.0,77.0,75.0,43.5,40.5,UFC Fight Night: Till vs. Masvidal,"March 16, 2019",0,5
1263,1263,Nathaniel Wood,José Quiñónez,bantamweight,submission,2.0,166,25.0,28.0,15,3,7,2,66.0,68.0,69.0,69.0,39.0,39.5,UFC Fight Night: Till vs. Masvidal,"March 16, 2019",7,0
1264,1264,Cláudio Silva,Danny Roberts,welterweight,submission,3.0,157,36.0,31.0,12,1,16,3,71.0,73.0,71.0,74.0,42.0,42.0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019",7,8
1265,1265,Jack Marshman,John Phillips,catchweight,decision,3.0,300,29.0,33.0,22,8,21,8,72.0,71.0,73.0,75.0,39.0,42.0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019",0,1
1266,1266,Arnold Allen,Jordan Rinaldi,featherweight,decision,3.0,300,25.0,31.0,13,1,14,6,68.0,70.0,70.0,72.0,39.0,40.5,UFC Fight Night: Till vs. Masvidal,"March 16, 2019",0,2
1267,1267,Marc Diakiese,Joseph Duffy,lightweight,decision,3.0,300,26.0,30.0,12,3,16,3,70.0,72.0,73.0,72.0,39.0,40.0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019",0,6
1268,1268,Saparbek Safarov,Nicolae Negumereanu,light heavyweight,decision,3.0,300,32.0,24.0,8,2,9,0,73.0,72.5,78.0,78.0,41.5,40.0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019",0,5
1269,1269,Dan Ige,Danny Henry,featherweight,submission,1.0,77,27.0,30.0,10,2,12,2,67.0,72.0,71.0,73.0,38.0,40.0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019",7,2
1270,1270,Molly McCann,Priscila Cachoeira,women's flyweight,decision,3.0,300,28.0,30.0,7,2,8,1,64.0,67.0,62.0,65.0,37.0,37.0,UFC Fight Night: Till vs. Masvidal,"March 16, 2019",0,11
1271,1271,Mike Grundy,Nad Narimani,featherweight,tko,2.0,282,32.0,31.0,11,1,12,2,67.0,68.0,72.0,70.0,38.0,40.5,UFC Fight Night: Till vs. Masvidal,"March 16, 2019",8,2
1272,1272,Junior dos Santos,Derrick Lewis,heavyweight,tko,2.0,118,35.0,34.0,20,5,21,6,76.0,75.0,77.0,79.0,41.0,43.5,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019",8,4
1273,1273,Elizeu Zaleski dos Santos,Curtis Millender,welterweight,submission,1.0,155,32.0,31.0,20,5,17,3,71.0,74.0,73.0,76.0,41.0,45.0,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019",7,8
1274,1274,Niko Price,Tim Means,welterweight,tko,1.0,290,29.0,35.0,12,2,28,10,72.0,74.0,76.0,75.0,42.5,43.5,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019",8,8
1275,1275,Blagoy Ivanov,Ben Rothwell,heavyweight,decision,3.0,300,32.0,37.0,16,2,36,10,71.0,76.0,73.0,78.5,42.0,43.0,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019",0,4
1276,1276,Beneil Dariush,Drew Dober,lightweight,submission,2.0,281,29.0,30.0,15,4,20,8,70.0,68.0,72.0,70.0,40.5,35.0,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019",7,6
1277,1277,Omari Akhmedov,Tim Boetsch,middleweight,decision,3.0,300,31.0,38.0,17,4,21,12,72.0,72.0,73.0,74.0,40.5,42.0,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019",0,7
1278,1278,Anthony Rocco Martin,Sérgio Moraes,welterweight,decision,3.0,300,29.0,34.0,15,4,14,3,72.0,72.0,73.5,72.0,41.0,41.0,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019",0,8
1279,1279,Yana Kunitskaya,Marion Reneau,women's bantamweight,decision,3.0,300,29.0,41.0,11,4,9,4,66.0,66.0,68.5,68.0,40.0,39.0,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019",0,9
1280,1280,Grant Dawson,Julian Erosa,featherweight,decision,3.0,300,25.0,29.0,12,1,22,6,70.0,73.0,72.0,74.5,40.0,41.0,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019",0,2
1281,1281,Maurice Greene,Jeff Hughes,heavyweight,decision,3.0,300,32.0,30.0,6,2,10,1,79.0,74.0,82.0,77.0,46.0,40.0,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019",0,4
1282,1282,Matt Schnell,Louis Smolka,bantamweight,submission,1.0,198,29.0,27.0,12,4,15,5,68.0,69.0,70.0,68.5,38.0,37.5,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019",7,0
1283,1283,Alex Morono,Zak Ottow,welterweight,tko,1.0,214,28.0,32.0,15,5,17,6,71.0,71.0,72.0,72.0,39.0,40.5,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019",8,8
1284,1284,Alex White,Dan Moret,lightweight,decision,3.0,300,30.0,32.0,12,5,13,4,72.0,72.0,71.5,73.0,41.0,42.5,UFC Fight Night: Lewis vs. dos Santos,"March 9, 2019",0,6
1285,1285,Jon Jones (c),Anthony Smith,light heavyweight,decision,5.0,300,29.0,30.0,23,1,32,13,71.0,76.0,72.0,76.0,40.0,44.0,UFC 235,"March 2, 2019",0,5
1286,1286,Kamaru Usman,Tyron Woodley (c),welterweight,decision,5.0,300,32.0,30.0,14,1,19,3,72.0,72.0,76.0,72.0,41.0,40.0,UFC 235,"March 2, 2019",0,8
1287,1287,Zhang Weili,Tecia Torres,women's strawweight,decision,3.0,300,29.0,29.0,18,1,10,3,64.0,61.0,63.0,60.5,36.0,35.0,UFC 235,"March 2, 2019",0,12
1288,1288,Pedro Munhoz,Cody Garbrandt,bantamweight,ko,1.0,291,32.0,27.0,17,3,11,2,66.0,68.0,64.5,65.5,36.5,38.0,UFC 235,"March 2, 2019",3,0
1289,1289,Zabit Magomedsharipov,Jeremy Stephens,featherweight,decision,3.0,300,28.0,32.0,16,1,28,15,73.0,68.5,73.0,71.0,42.0,38.5,UFC 235,"March 2, 2019",0,2
1290,1290,Johnny Walker,Misha Cirkunov,light heavyweight,tko,1.0,36,26.0,33.0,16,3,14,4,78.0,75.0,82.0,77.0,44.5,43.5,UFC 235,"March 2, 2019",8,5
1291,1291,Cody Stamann,Alejandro Pérez,bantamweight,decision,3.0,300,29.0,29.0,17,2,21,6,66.5,66.0,64.5,67.0,35.0,36.5,UFC 235,"March 2, 2019",0,0
1292,1292,Diego Sanchez,Mickey Gall,welterweight,tko,2.0,253,37.0,27.0,28,11,5,1,70.0,74.0,72.5,74.0,40.0,41.0,UFC 235,"March 2, 2019",8,8
1293,1293,Edmen Shahbazyan,Charles Byrd,middleweight,tko,1.0,38,21.0,35.0,8,0,10,5,74.0,70.0,74.0,73.0,42.0,39.0,UFC 235,"March 2, 2019",8,7
1294,1294,Macy Chiasson,Gina Mazany,women's bantamweight,tko,1.0,109,27.0,30.0,3,0,5,2,71.0,66.0,72.0,68.5,42.0,38.0,UFC 235,"March 2, 2019",8,9
1295,1295,Hannah Cifers,Polyana Viana,women's strawweight,decision,3.0,300,26.0,26.0,8,3,10,2,61.0,65.0,62.0,67.0,35.0,38.5,UFC 235,"March 2, 2019",0,12
1296,1296,Thiago Santos,Jan Błachowicz,light heavyweight,tko,3.0,39,35.0,30.0,20,6,23,7,74.0,72.0,76.0,72.0,42.5,40.0,UFC Fight Night: Błachowicz vs. Santos,"February 23, 2019",8,5
1297,1297,Stefan Struve,Marcos Rogério de Lima,heavyweight,submission,2.0,141,31.0,33.0,28,11,16,5,84.0,73.0,84.5,75.0,44.0,43.0,UFC Fight Night: Błachowicz vs. Santos,"February 23, 2019",7,4
1298,1298,Michał Oleksiejczuk,Gian Villante,light heavyweight,tko,1.0,94,29.0,33.0,12,2,17,10,71.0,75.0,72.0,76.0,40.0,43.5,UFC Fight Night: Błachowicz vs. Santos,"February 23, 2019",8,5
1299,1299,Liz Carmouche,Lucie Pudilová,women's flyweight,decision,3.0,300,35.0,24.0,12,6,8,3,66.0,68.0,66.0,67.5,37.0,42.0,UFC Fight Night: Błachowicz vs. Santos,"February 23, 2019",0,11
1300,1300,Petr Yan,John Dodson,bantamweight,decision,3.0,300,26.0,34.0,11,1,20,10,67.5,63.0,67.0,66.0,38.0,35.0,UFC Fight Night: Błachowicz vs. Santos,"February 23, 2019",0,0
1301,1301,Magomed Ankalaev,Klidson Abreu,catchweight,decision,3.0,300,26.0,26.0,10,1,14,2,75.0,74.0,75.0,74.0,46.0,40.0,UFC Fight Night: Błachowicz vs. Santos,"February 23, 2019",0,1
1302,1302,Dwight Grant,Carlo Pedersoli Jr.,welterweight,tko,1.0,299,34.0,30.0,8,2,11,2,73.0,72.0,76.0,72.0,44.0,40.0,UFC Fight Night: Błachowicz vs. Santos,"February 23, 2019",8,8
1303,1303,Chris Fishgold,Daniel Teymur,featherweight,submission,2.0,70,26.0,31.0,17,2,6,2,68.0,65.0,68.0,69.0,38.0,38.0,UFC Fight Night: Błachowicz vs. Santos,"February 23, 2019",7,2
1304,1304,Gillian Robertson,Veronica Macedo,women's flyweight,submission,2.0,207,23.0,23.0,5,3,5,2,65.0,64.0,63.0,64.0,35.5,38.0,UFC Fight Night: Błachowicz vs. Santos,"February 23, 2019",7,11
1305,1305,Damir Hadžović,Polo Reyes,lightweight,tko,2.0,123,32.0,30.0,12,4,8,4,69.0,72.0,70.0,72.0,40.0,40.0,UFC Fight Night: Błachowicz vs. Santos,"February 23, 2019",8,6
1306,1306,Ismail Naurdiev,Michel Prazeres,welterweight,decision,3.0,300,22.0,37.0,17,2,26,2,72.0,66.0,74.0,67.5,40.5,37.0,UFC Fight Night: Błachowicz vs. Santos,"February 23, 2019",0,8
1307,1307,Carlos Diego Ferreira,Rustam Khabilov,catchweight,decision,3.0,300,29.0,32.0,14,2,23,3,71.0,68.0,72.0,73.0,40.0,40.5,UFC Fight Night: Błachowicz vs. Santos,"February 23, 2019",0,1
1308,1308,Damir Ismagulov,Joel Álvarez,lightweight,decision,3.0,300,28.0,26.0,17,1,15,1,70.0,74.0,74.0,77.0,40.0,42.0,UFC Fight Night: Błachowicz vs. Santos,"February 23, 2019",0,6
1309,1309,Francis Ngannou,Cain Velasquez,heavyweight,ko,1.0,26,32.0,36.0,12,3,14,2,76.0,73.5,83.0,77.0,44.5,41.0,UFC on ESPN: Ngannou vs. Velasquez,"February 17, 2019",3,4
1310,1310,Paul Felder,James Vick,lightweight,decision,3.0,300,34.0,32.0,15,4,13,2,71.0,75.0,70.5,76.0,40.0,43.0,UFC on ESPN: Ngannou vs. Velasquez,"February 17, 2019",0,6
1311,1311,Cynthia Calvillo,Cortney Casey,women's strawweight,decision,3.0,300,31.0,31.0,7,1,8,6,64.0,67.0,64.0,67.0,37.0,35.0,UFC on ESPN: Ngannou vs. Velasquez,"February 17, 2019",0,12
1312,1312,Vicente Luque,Bryan Barberena,welterweight,tko,3.0,294,27.0,29.0,14,6,14,5,71.0,72.0,75.5,72.5,38.0,39.0,UFC on ESPN: Ngannou vs. Velasquez,"February 17, 2019",8,8
1313,1313,Andre Fili,Myles Jury,featherweight,decision,3.0,300,28.0,30.0,18,6,17,3,71.0,70.0,74.0,73.0,40.0,42.5,UFC on ESPN: Ngannou vs. Velasquez,"February 17, 2019",0,2
1314,1314,Aljamain Sterling,Jimmie Rivera,bantamweight,decision,3.0,300,29.0,29.0,16,3,22,2,67.0,64.0,71.0,68.5,39.0,37.0,UFC on ESPN: Ngannou vs. Velasquez,"February 17, 2019",0,0
1315,1315,Manny Bermudez,Benito Lopez,catchweight,submission,1.0,189,24.0,24.0,13,0,9,0,70.0,70.0,71.5,73.0,40.0,41.0,UFC on ESPN: Ngannou vs. Velasquez,"February 17, 2019",7,1
1316,1316,Andrea Lee,Ashlee Evans-Smith,women's flyweight,decision,3.0,300,30.0,31.0,9,2,6,3,66.0,68.0,69.5,67.5,37.0,40.0,UFC on ESPN: Ngannou vs. Velasquez,"February 17, 2019",0,11
1317,1317,Nik Lentz,Scott Holtzman,lightweight,decision,3.0,300,34.0,35.0,29,9,12,2,68.0,69.0,68.0,69.0,39.0,39.0,UFC on ESPN: Ngannou vs. Velasquez,"February 17, 2019",0,6
1318,1318,Luke Sanders,Renan Barão,catchweight,ko,2.0,61,33.0,32.0,12,3,34,7,66.0,66.0,67.0,70.0,36.5,39.0,UFC on ESPN: Ngannou vs. Velasquez,"February 17, 2019",3,1
1319,1319,Emily Whitmire,Aleksandra Albu,women's strawweight,submission,1.0,61,27.0,30.0,3,2,3,0,65.0,72.0,63.5,72.0,38.0,40.0,UFC on ESPN: Ngannou vs. Velasquez,"February 17, 2019",7,12
1320,1320,Israel Adesanya,Anderson Silva,middleweight,decision,3.0,300,29.0,43.0,15,0,34,8,76.0,74.0,80.0,77.0,44.5,42.5,UFC 234,"February 10, 2019",0,7
1321,1321,Ricky Simón,Rani Yahya,bantamweight,decision,3.0,300,26.0,34.0,14,1,26,9,66.0,66.0,69.0,67.0,38.0,37.5,UFC 234,"February 10, 2019",0,0
1322,1322,Montana De La Rosa,Nadia Kassem,women's flyweight,submission,2.0,157,24.0,23.0,9,4,5,0,67.0,65.0,68.0,66.0,37.0,38.5,UFC 234,"February 10, 2019",7,11
1323,1323,Jimmy Crute,Sam Alvey,light heavyweight,tko,1.0,169,23.0,32.0,9,0,33,11,74.0,74.0,74.0,75.5,43.0,42.0,UFC 234,"February 10, 2019",8,5
1324,1324,Shane Young,Austin Arnett,featherweight,decision,3.0,300,25.0,27.0,12,4,16,5,68.0,72.0,72.5,72.0,39.0,41.0,UFC 234,"February 10, 2019",0,2
1325,1325,Kai Kara-France,Raulian Paiva,flyweight,decision,3.0,300,26.0,23.0,18,7,18,1,64.0,68.0,69.0,69.5,37.0,38.0,UFC 234,"February 10, 2019",0,3
1326,1326,Kang Kyung-ho,Teruto Ishihara,bantamweight,submission,1.0,239,29.0,27.0,14,8,10,6,71.0,67.0,72.0,69.0,40.0,37.0,UFC 234,"February 10, 2019",7,0
1327,1327,Marlon Moraes,Raphael Assunção,bantamweight,submission,1.0,197,30.0,36.0,21,5,27,5,66.0,65.5,67.0,66.5,37.0,38.5,UFC Fight Night: Assunção vs. Moraes 2,"February 2, 2019",7,0
1328,1328,José Aldo,Renato Moicano,featherweight,tko,2.0,44,32.0,29.0,27,4,13,1,67.0,71.0,70.0,72.0,40.0,42.5,UFC Fight Night: Assunção vs. Moraes 2,"February 2, 2019",8,2
1329,1329,Demian Maia,Lyman Good,welterweight,submission,1.0,158,41.0,33.0,25,9,20,4,73.0,72.0,72.0,74.0,42.5,41.0,UFC Fight Night: Assunção vs. Moraes 2,"February 2, 2019",7,8
1330,1330,Charles Oliveira,David Teymur,lightweight,submission,2.0,55,29.0,29.0,25,8,8,1,70.0,69.0,74.0,73.0,41.0,41.0,UFC Fight Night: Assunção vs. Moraes 2,"February 2, 2019",7,6
1331,1331,Johnny Walker,Justin Ledet,light heavyweight,tko,1.0,15,26.0,30.0,15,3,9,1,78.0,76.0,82.0,80.0,44.5,43.5,UFC Fight Night: Assunção vs. Moraes 2,"February 2, 2019",8,5
1332,1332,Markus Perez,Anthony Hernandez,middleweight,submission,2.0,67,30.0,25.0,11,2,6,0,73.0,72.0,73.0,75.0,40.5,40.0,UFC Fight Night: Assunção vs. Moraes 2,"February 2, 2019",7,7
1333,1333,Mara Romero Borella,Taila Santos,women's flyweight,decision,3.0,300,32.0,25.0,11,5,15,0,66.0,66.0,69.0,68.0,38.0,37.5,UFC Fight Night: Assunção vs. Moraes 2,"February 2, 2019",0,11
1334,1334,Thiago Alves,Max Griffin,welterweight,decision,3.0,300,35.0,33.0,22,13,14,5,69.0,71.0,70.0,76.0,37.5,41.0,UFC Fight Night: Assunção vs. Moraes 2,"February 2, 2019",0,8
1335,1335,Geraldo de Freitas,Felipe Colares,featherweight,decision,3.0,300,29.0,25.0,11,4,8,0,71.0,68.0,72.0,69.5,40.0,39.0,UFC Fight Night: Assunção vs. Moraes 2,"February 2, 2019",0,2
1336,1336,Said Nurmagomedov,Ricardo Ramos,bantamweight,tko,1.0,148,26.0,23.0,12,1,12,1,68.0,69.0,70.0,72.0,38.5,40.0,UFC Fight Night: Assunção vs. Moraes 2,"February 2, 2019",8,0
1337,1337,Rogério Bontorin,Magomed Bibulatov,catchweight,decision,3.0,300,26.0,30.0,14,1,14,1,65.0,65.0,67.0,65.5,35.5,36.5,UFC Fight Night: Assunção vs. Moraes 2,"February 2, 2019",0,1
1338,1338,Joseph Benavidez,Dustin Ortiz,flyweight,decision,3.0,300,34.0,30.0,26,5,19,7,64.0,65.0,65.0,65.0,36.0,35.5,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019",0,3
1339,1339,Paige VanZant,Rachael Ostovich,women's flyweight,submission,2.0,110,24.0,28.0,7,4,4,4,64.0,63.0,65.0,62.0,37.0,38.5,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019",7,11
1340,1340,Glover Teixeira,Karl Roberson,light heavyweight,submission,1.0,201,39.0,28.0,27,7,7,1,74.0,73.0,76.0,74.0,42.5,41.0,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019",7,5
1341,1341,Donald Cerrone,Alexander Hernandez,lightweight,tko,2.0,223,36.0,26.0,34,11,10,1,73.0,69.0,73.0,72.0,40.5,39.5,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019",8,6
1342,1342,Joanne Calderwood,Ariane Lipski,women's flyweight,decision,3.0,300,33.0,25.0,12,3,11,3,66.0,66.0,65.5,67.0,38.5,38.5,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019",0,11
1343,1343,Alonzo Menifield,Vinicius Moreira,light heavyweight,tko,1.0,236,31.0,30.0,7,0,9,1,72.0,76.0,76.0,76.0,41.0,43.0,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019",8,5
1344,1344,Cory Sandhagen,Mario Bautista,bantamweight,submission,1.0,211,26.0,25.0,9,1,6,0,71.0,69.0,70.0,72.0,40.0,39.0,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019",7,0
1345,1345,Geoff Neal,Belal Muhammad,welterweight,decision,3.0,300,28.0,30.0,10,2,14,2,71.0,71.0,75.0,72.0,41.0,40.0,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019",0,8
1346,1346,Chance Rencountre,Kyle Stewart,welterweight,submission,1.0,145,32.0,30.0,12,3,11,1,74.0,72.0,75.0,76.5,42.0,42.0,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019",7,8
1347,1347,Jon Jones,Alexander Gustafsson,light heavyweight,ko,3.0,122,30.0,31.0,22,1,18,4,76.0,77.0,84.5,79.0,45.0,46.0,UFC 232,"December 29, 2018",3,5
1348,1348,Amanda Nunes,Cris Cyborg (c),women's featherweight,ko,1.0,51,29.0,30.0,16,4,20,1,68.0,72.0,69.0,72.0,41.0,40.0,UFC 232,"December 29, 2018",3,10
1349,1349,Michael Chiesa,Carlos Condit,welterweight,submission,2.0,56,30.0,33.0,14,4,30,12,73.0,74.0,75.5,75.5,43.0,44.0,UFC 232,"December 29, 2018",7,8
1350,1350,Corey Anderson,Ilir Latifi,light heavyweight,decision,3.0,300,28.0,35.0,11,4,14,5,75.0,70.0,79.0,73.5,44.0,41.0,UFC 232,"December 29, 2018",0,5
1351,1351,Alexander Volkanovski,Chad Mendes,featherweight,tko,2.0,254,29.0,32.0,18,1,18,4,66.0,66.0,71.5,66.0,36.0,37.5,UFC 232,"December 29, 2018",8,2
1352,1352,Walt Harris,Andrei Arlovski,heavyweight,no contest,3.0,300,34.0,39.0,10,7,27,16,77.0,75.0,77.0,77.0,47.0,44.0,UFC 232,"December 29, 2018",4,4
1353,1353,Megan Anderson,Cat Zingano,women's featherweight,tko,1.0,61,28.0,35.0,8,3,10,3,72.0,66.0,72.0,68.0,43.0,38.0,UFC 232,"December 29, 2018",8,10
1354,1354,Petr Yan,Douglas Silva de Andrade,bantamweight,tko,2.0,300,25.0,32.0,10,1,25,2,67.5,67.0,67.0,68.5,38.0,37.5,UFC 232,"December 29, 2018",8,0
1355,1355,Ryan Hall,B.J. Penn,lightweight,submission,1.0,166,33.0,30.0,6,1,16,12,70.0,72.0,70.5,72.0,42.0,40.0,UFC 232,"December 29, 2018",7,6
1356,1356,Nathaniel Wood,Andre Ewell,bantamweight,submission,3.0,252,24.0,30.0,14,3,14,4,66.0,71.0,69.0,76.0,39.0,40.5,UFC 232,"December 29, 2018",7,0
1357,1357,Uriah Hall,Bevon Lewis,middleweight,ko,3.0,92,33.0,26.0,13,9,6,0,72.0,75.0,79.5,79.0,43.0,44.0,UFC 232,"December 29, 2018",3,7
1358,1358,Curtis Millender,Siyar Bahadurzada,welterweight,decision,3.0,300,30.0,33.0,16,3,24,6,74.0,71.0,76.0,72.5,45.0,45.0,UFC 232,"December 29, 2018",0,8
1359,1359,Montel Jackson,Brian Kelleher,catchweight,submission,1.0,100,25.0,31.0,6,1,19,9,70.0,66.0,75.5,66.0,41.0,38.0,UFC 232,"December 29, 2018",7,1
1360,1360,Al Iaquinta,Kevin Lee,lightweight,decision,5.0,300,30.0,25.0,13,4,17,3,70.0,70.0,70.0,77.0,40.0,39.0,UFC on Fox: Lee vs. Iaquinta 2,"December 15, 2018",0,6
1361,1361,Edson Barboza,Dan Hooker,lightweight,ko,3.0,139,32.0,28.0,19,6,17,7,71.0,72.0,75.0,75.0,41.0,42.5,UFC on Fox: Lee vs. Iaquinta 2,"December 15, 2018",3,6
1362,1362,Rob Font,Sergio Pettis,bantamweight,decision,3.0,300,30.0,24.0,15,4,17,4,68.0,66.0,71.5,69.0,38.5,38.0,UFC on Fox: Lee vs. Iaquinta 2,"December 15, 2018",0,0
